SLEIGH
PresentSize: 10000
Score: 0
PRESENTS
id,a,b,c,locked,rotation,previousAllocation,calculatedX,calculatedY,calculatedZ
2830,86,105,207,false,null,2829,0,0,0
2831,7,6,2,false,null,2830,0,0,0
2832,23,10,25,false,null,2831,0,0,0
2833,67,53,30,false,null,2832,0,0,0
2834,4,8,9,false,null,2833,0,0,0
2835,10,8,2,false,null,2834,0,0,0
2836,18,46,26,false,null,2835,0,0,0
2837,7,7,3,false,null,2836,0,0,0
2838,20,15,82,false,null,2837,0,0,0
2839,193,147,197,false,null,2838,0,0,0
2840,54,69,66,false,null,2839,0,0,0
2841,141,164,79,false,null,2840,0,0,0
2842,3,10,5,false,null,2841,0,0,0
2843,10,4,7,false,null,2842,0,0,0
2844,7,9,5,false,null,2843,0,0,0
2845,213,228,129,false,null,2844,0,0,0
2846,39,32,66,false,null,2845,0,0,0
2847,42,9,11,false,null,2846,0,0,0
2848,113,192,216,false,null,2847,0,0,0
2849,15,38,25,false,null,2848,0,0,0
2850,7,4,5,false,null,2849,0,0,0
2851,85,250,114,false,null,2850,0,0,0
2852,40,9,13,false,null,2851,0,0,0
2853,4,6,10,false,null,2852,0,0,0
2854,18,5,24,false,null,2853,0,0,0
2855,27,17,61,false,null,2854,0,0,0
2856,67,27,57,false,null,2855,0,0,0
2857,9,5,4,false,null,2856,0,0,0
2858,10,7,6,false,null,2857,0,0,0
2859,68,17,17,false,null,2858,0,0,0
2860,57,13,8,false,null,2859,0,0,0
2861,179,131,163,false,null,2860,0,0,0
2862,244,91,232,false,null,2861,0,0,0
2863,8,6,8,false,null,2862,0,0,0
2864,44,45,61,false,null,2863,0,0,0
2865,17,36,66,false,null,2864,0,0,0
2866,54,19,55,false,null,2865,0,0,0
2867,27,36,24,false,null,2866,0,0,0
2868,40,36,80,false,null,2867,0,0,0
2869,65,222,167,false,null,2868,0,0,0
2870,9,2,9,false,null,2869,0,0,0
2871,86,117,167,false,null,2870,0,0,0
2872,25,10,43,false,null,2871,0,0,0
2873,69,13,26,false,null,2872,0,0,0
2874,59,18,20,false,null,2873,0,0,0
2875,5,42,99,false,null,2874,0,0,0
2876,68,47,53,false,null,2875,0,0,0
2877,9,10,9,false,null,2876,0,0,0
2878,53,24,64,false,null,2877,0,0,0
2879,199,230,199,false,null,2878,0,0,0
2880,6,14,38,false,null,2879,0,0,0
2881,32,6,19,false,null,2880,0,0,0
2882,176,142,101,false,null,2881,0,0,0
2883,21,15,53,false,null,2882,0,0,0
2884,68,48,39,false,null,2883,0,0,0
2885,26,31,53,false,null,2884,0,0,0
2886,5,24,49,false,null,2885,0,0,0
2887,19,20,25,false,null,2886,0,0,0
2888,4,7,8,false,null,2887,0,0,0
2889,41,35,10,false,null,2888,0,0,0
2890,49,59,27,false,null,2889,0,0,0
2891,2,2,2,false,null,2890,0,0,0
2892,183,149,95,false,null,2891,0,0,0
2893,47,30,44,false,null,2892,0,0,0
2894,7,36,94,false,null,2893,0,0,0
2895,123,76,110,false,null,2894,0,0,0
2896,236,68,209,false,null,2895,0,0,0
2897,18,34,79,false,null,2896,0,0,0
2898,69,103,244,false,null,2897,0,0,0
2899,142,203,156,false,null,2898,0,0,0
2900,229,85,191,false,null,2899,0,0,0
2901,18,11,23,false,null,2900,0,0,0
2902,37,53,14,false,null,2901,0,0,0
2903,165,75,125,false,null,2902,0,0,0
2904,26,25,61,false,null,2903,0,0,0
2905,102,191,138,false,null,2904,0,0,0
2906,151,171,165,false,null,2905,0,0,0
2907,14,16,24,false,null,2906,0,0,0
2908,8,3,9,false,null,2907,0,0,0
2909,28,13,31,false,null,2908,0,0,0
2910,2,6,4,false,null,2909,0,0,0
2911,236,147,146,false,null,2910,0,0,0
2912,112,138,242,false,null,2911,0,0,0
2913,27,11,46,false,null,2912,0,0,0
2914,18,37,68,false,null,2913,0,0,0
2915,40,68,35,false,null,2914,0,0,0
2916,8,60,65,false,null,2915,0,0,0
2917,20,34,7,false,null,2916,0,0,0
2918,3,3,10,false,null,2917,0,0,0
2919,189,212,103,false,null,2918,0,0,0
2920,14,8,54,false,null,2919,0,0,0
2921,138,190,108,false,null,2920,0,0,0
2922,131,185,137,false,null,2921,0,0,0
2923,2,2,7,false,null,2922,0,0,0
2924,25,5,36,false,null,2923,0,0,0
2925,2,2,3,false,null,2924,0,0,0
2926,76,244,171,false,null,2925,0,0,0
2927,68,59,69,false,null,2926,0,0,0
2928,9,4,9,false,null,2927,0,0,0
2929,9,8,10,false,null,2928,0,0,0
2930,52,69,13,false,null,2929,0,0,0
2931,73,123,110,false,null,2930,0,0,0
2932,39,43,2,false,null,2931,0,0,0
2933,13,18,81,false,null,2932,0,0,0
2934,70,79,175,false,null,2933,0,0,0
2935,28,55,46,false,null,2934,0,0,0
2936,4,4,9,false,null,2935,0,0,0
2937,7,10,7,false,null,2936,0,0,0
2938,66,63,35,false,null,2937,0,0,0
2939,8,21,46,false,null,2938,0,0,0
2940,3,9,10,false,null,2939,0,0,0
2941,166,106,168,false,null,2940,0,0,0
2942,5,7,4,false,null,2941,0,0,0
2943,37,31,48,false,null,2942,0,0,0
2944,5,2,5,false,null,2943,0,0,0
2945,52,6,18,false,null,2944,0,0,0
2946,22,16,52,false,null,2945,0,0,0
2947,2,6,3,false,null,2946,0,0,0
2948,159,201,89,false,null,2947,0,0,0
2949,9,2,4,false,null,2948,0,0,0
2950,42,11,21,false,null,2949,0,0,0
2951,5,6,9,false,null,2950,0,0,0
2952,9,42,45,false,null,2951,0,0,0
2953,151,98,92,false,null,2952,0,0,0
2954,5,25,27,false,null,2953,0,0,0
2955,175,118,134,false,null,2954,0,0,0
2956,52,66,50,false,null,2955,0,0,0
2957,16,32,16,false,null,2956,0,0,0
2958,111,215,174,false,null,2957,0,0,0
2959,4,5,5,false,null,2958,0,0,0
2960,16,27,43,false,null,2959,0,0,0
2961,232,190,77,false,null,2960,0,0,0
2962,3,2,10,false,null,2961,0,0,0
2963,217,178,242,false,null,2962,0,0,0
2964,27,6,53,false,null,2963,0,0,0
2965,25,33,30,false,null,2964,0,0,0
2966,39,15,71,false,null,2965,0,0,0
2967,41,40,12,false,null,2966,0,0,0
2968,13,27,28,false,null,2967,0,0,0
2969,85,183,163,false,null,2968,0,0,0
2970,7,5,8,false,null,2969,0,0,0
2971,105,148,197,false,null,2970,0,0,0
2972,43,8,34,false,null,2971,0,0,0
2973,63,55,5,false,null,2972,0,0,0
2974,41,14,43,false,null,2973,0,0,0
2975,121,67,167,false,null,2974,0,0,0
2976,50,68,58,false,null,2975,0,0,0
2977,9,55,10,false,null,2976,0,0,0
2978,6,6,5,false,null,2977,0,0,0
2979,142,90,65,false,null,2978,0,0,0
2980,38,16,86,false,null,2979,0,0,0
2981,13,22,98,false,null,2980,0,0,0
2982,5,3,9,false,null,2981,0,0,0
2983,29,31,19,false,null,2982,0,0,0
2984,15,32,61,false,null,2983,0,0,0
2985,76,160,182,false,null,2984,0,0,0
2986,161,232,240,false,null,2985,0,0,0
2987,29,38,41,false,null,2986,0,0,0
2988,217,211,128,false,null,2987,0,0,0
2989,30,23,64,false,null,2988,0,0,0
2990,23,6,23,false,null,2989,0,0,0
2991,5,2,4,false,null,2990,0,0,0
2992,3,3,4,false,null,2991,0,0,0
2993,227,70,69,false,null,2992,0,0,0
2994,175,87,156,false,null,2993,0,0,0
2995,11,30,96,false,null,2994,0,0,0
2996,230,67,225,false,null,2995,0,0,0
2997,244,174,230,false,null,2996,0,0,0
2998,30,23,57,false,null,2997,0,0,0
2999,3,9,9,false,null,2998,0,0,0
3000,34,25,35,false,null,2999,0,0,0
3001,11,35,86,false,null,3000,0,0,0
3002,16,23,31,false,null,3001,0,0,0
3003,64,34,16,false,null,3002,0,0,0
3004,27,39,94,false,null,3003,0,0,0
3005,28,32,31,false,null,3004,0,0,0
3006,12,18,17,false,null,3005,0,0,0
3007,7,2,6,false,null,3006,0,0,0
3008,43,11,20,false,null,3007,0,0,0
3009,13,33,20,false,null,3008,0,0,0
3010,220,199,174,false,null,3009,0,0,0
3011,44,45,14,false,null,3010,0,0,0
3012,236,132,136,false,null,3011,0,0,0
3013,14,24,64,false,null,3012,0,0,0
3014,30,36,28,false,null,3013,0,0,0
3015,136,71,195,false,null,3014,0,0,0
3016,99,83,225,false,null,3015,0,0,0
3017,118,138,102,false,null,3016,0,0,0
3018,46,68,63,false,null,3017,0,0,0
3019,195,65,192,false,null,3018,0,0,0
3020,230,233,236,false,null,3019,0,0,0
3021,87,67,201,false,null,3020,0,0,0
3022,5,7,4,false,null,3021,0,0,0
3023,146,130,117,false,null,3022,0,0,0
3024,54,70,33,false,null,3023,0,0,0
3025,28,19,64,false,null,3024,0,0,0
3026,191,74,76,false,null,3025,0,0,0
3027,9,20,10,false,null,3026,0,0,0
3028,44,6,48,false,null,3027,0,0,0
3029,45,22,44,false,null,3028,0,0,0
3030,13,18,76,false,null,3029,0,0,0
3031,9,6,5,false,null,3030,0,0,0
3032,5,65,63,false,null,3031,0,0,0
3033,26,21,52,false,null,3032,0,0,0
3034,43,29,70,false,null,3033,0,0,0
3035,42,7,98,false,null,3034,0,0,0
3036,7,3,8,false,null,3035,0,0,0
3037,236,119,238,false,null,3036,0,0,0
3038,138,75,212,false,null,3037,0,0,0
3039,243,155,102,false,null,3038,0,0,0
3040,40,8,92,false,null,3039,0,0,0
3041,31,8,15,false,null,3040,0,0,0
3042,9,10,2,false,null,3041,0,0,0
3043,68,62,36,false,null,3042,0,0,0
3044,3,6,2,false,null,3043,0,0,0
3045,14,14,6,false,null,3044,0,0,0
3046,115,111,80,false,null,3045,0,0,0
3047,8,23,69,false,null,3046,0,0,0
3048,136,202,209,false,null,3047,0,0,0
3049,12,14,58,false,null,3048,0,0,0
3050,132,187,72,false,null,3049,0,0,0
3051,10,9,7,false,null,3050,0,0,0
3052,20,5,93,false,null,3051,0,0,0
3053,41,70,31,false,null,3052,0,0,0
3054,20,29,17,false,null,3053,0,0,0
3055,4,6,10,false,null,3054,0,0,0
3056,44,61,64,false,null,3055,0,0,0
3057,12,33,68,false,null,3056,0,0,0
3058,53,30,52,false,null,3057,0,0,0
3059,138,79,211,false,null,3058,0,0,0
3060,110,129,158,false,null,3059,0,0,0
3061,70,115,123,false,null,3060,0,0,0
3062,7,3,2,false,null,3061,0,0,0
3063,19,41,69,false,null,3062,0,0,0
3064,5,9,9,false,null,3063,0,0,0
3065,7,8,7,false,null,3064,0,0,0
3066,42,49,37,false,null,3065,0,0,0
3067,61,42,48,false,null,3066,0,0,0
3068,34,36,75,false,null,3067,0,0,0
3069,7,4,3,false,null,3068,0,0,0
3070,198,181,183,false,null,3069,0,0,0
3071,29,15,53,false,null,3070,0,0,0
3072,135,203,98,false,null,3071,0,0,0
3073,8,4,2,false,null,3072,0,0,0
3074,9,7,3,false,null,3073,0,0,0
3075,37,50,8,false,null,3074,0,0,0
3076,38,27,84,false,null,3075,0,0,0
3077,222,200,116,false,null,3076,0,0,0
3078,120,202,123,false,null,3077,0,0,0
3079,48,42,63,false,null,3078,0,0,0
3080,82,110,144,false,null,3079,0,0,0
3081,3,5,2,false,null,3080,0,0,0
3082,7,9,6,false,null,3081,0,0,0
3083,53,54,14,false,null,3082,0,0,0
3084,4,2,6,false,null,3083,0,0,0
3085,7,70,66,false,null,3084,0,0,0
3086,70,38,39,false,null,3085,0,0,0
3087,31,9,13,false,null,3086,0,0,0
3088,142,86,235,false,null,3087,0,0,0
3089,4,9,2,false,null,3088,0,0,0
3090,27,37,56,false,null,3089,0,0,0
3091,64,22,12,false,null,3090,0,0,0
3092,173,229,68,false,null,3091,0,0,0
3093,10,8,9,false,null,3092,0,0,0
3094,5,6,7,false,null,3093,0,0,0
3095,141,192,195,false,null,3094,0,0,0
3096,172,194,176,false,null,3095,0,0,0
3097,183,98,122,false,null,3096,0,0,0
3098,139,144,112,false,null,3097,0,0,0
3099,86,127,117,false,null,3098,0,0,0
3100,29,29,62,false,null,3099,0,0,0
3101,74,198,152,false,null,3100,0,0,0
3102,34,12,11,false,null,3101,0,0,0
3103,13,11,52,false,null,3102,0,0,0
3104,91,129,66,false,null,3103,0,0,0
3105,245,175,247,false,null,3104,0,0,0
3106,5,2,3,false,null,3105,0,0,0
3107,12,37,23,false,null,3106,0,0,0
3108,66,46,6,false,null,3107,0,0,0
3109,32,28,25,false,null,3108,0,0,0
3110,3,10,3,false,null,3109,0,0,0
3111,41,24,41,false,null,3110,0,0,0
3112,2,8,2,false,null,3111,0,0,0
3113,26,38,33,false,null,3112,0,0,0
3114,12,14,34,false,null,3113,0,0,0
3115,221,142,242,false,null,3114,0,0,0
3116,6,5,4,false,null,3115,0,0,0
3117,7,4,10,false,null,3116,0,0,0
3118,109,246,125,false,null,3117,0,0,0
3119,9,6,10,false,null,3118,0,0,0
3120,30,68,65,false,null,3119,0,0,0
3121,39,58,60,false,null,3120,0,0,0
3122,7,4,2,false,null,3121,0,0,0
3123,8,2,3,false,null,3122,0,0,0
3124,66,40,17,false,null,3123,0,0,0
3125,86,101,66,false,null,3124,0,0,0
3126,20,42,49,false,null,3125,0,0,0
3127,66,5,30,false,null,3126,0,0,0
3128,41,22,86,false,null,3127,0,0,0
3129,125,95,155,false,null,3128,0,0,0
3130,157,88,116,false,null,3129,0,0,0
3131,17,36,47,false,null,3130,0,0,0
3132,15,37,66,false,null,3131,0,0,0
3133,44,56,8,false,null,3132,0,0,0
3134,31,8,8,false,null,3133,0,0,0
3135,107,185,106,false,null,3134,0,0,0
3136,23,44,37,false,null,3135,0,0,0
3137,198,72,154,false,null,3136,0,0,0
3138,9,7,8,false,null,3137,0,0,0
3139,66,99,113,false,null,3138,0,0,0
3140,44,34,37,false,null,3139,0,0,0
3141,4,9,2,false,null,3140,0,0,0
3142,139,78,243,false,null,3141,0,0,0
3143,227,96,84,false,null,3142,0,0,0
3144,173,155,67,false,null,3143,0,0,0
3145,6,9,6,false,null,3144,0,0,0
3146,75,77,157,false,null,3145,0,0,0
3147,29,19,86,false,null,3146,0,0,0
3148,7,3,3,false,null,3147,0,0,0
3149,243,216,97,false,null,3148,0,0,0
3150,11,50,52,false,null,3149,0,0,0
3151,134,217,114,false,null,3150,0,0,0
3152,2,3,3,false,null,3151,0,0,0
3153,47,66,34,false,null,3152,0,0,0
3154,44,17,10,false,null,3153,0,0,0
3155,171,219,183,false,null,3154,0,0,0
3156,25,9,69,false,null,3155,0,0,0
3157,7,6,6,false,null,3156,0,0,0
3158,202,67,199,false,null,3157,0,0,0
3159,27,41,25,false,null,3158,0,0,0
3160,200,131,81,false,null,3159,0,0,0
3161,8,9,7,false,null,3160,0,0,0
3162,4,8,6,false,null,3161,0,0,0
3163,150,100,129,false,null,3162,0,0,0
3164,6,42,80,false,null,3163,0,0,0
3165,10,10,9,false,null,3164,0,0,0
3166,43,37,56,false,null,3165,0,0,0
3167,65,24,7,false,null,3166,0,0,0
3168,43,34,47,false,null,3167,0,0,0
3169,45,43,66,false,null,3168,0,0,0
3170,25,23,75,false,null,3169,0,0,0
3171,11,45,23,false,null,3170,0,0,0
3172,27,31,95,false,null,3171,0,0,0
3173,16,45,35,false,null,3172,0,0,0
3174,52,69,49,false,null,3173,0,0,0
3175,10,9,9,false,null,3174,0,0,0
3176,6,2,6,false,null,3175,0,0,0
3177,4,4,5,false,null,3176,0,0,0
3178,33,15,28,false,null,3177,0,0,0
3179,34,44,7,false,null,3178,0,0,0
3180,2,7,4,false,null,3179,0,0,0
3181,32,15,66,false,null,3180,0,0,0
3182,235,72,220,false,null,3181,0,0,0
3183,57,19,32,false,null,3182,0,0,0
3184,8,37,13,false,null,3183,0,0,0
3185,28,51,20,false,null,3184,0,0,0
3186,63,12,31,false,null,3185,0,0,0
3187,134,233,238,false,null,3186,0,0,0
3188,7,8,9,false,null,3187,0,0,0
3189,19,19,12,false,null,3188,0,0,0
3190,28,19,93,false,null,3189,0,0,0
3191,2,5,7,false,null,3190,0,0,0
3192,10,4,6,false,null,3191,0,0,0
3193,247,135,151,false,null,3192,0,0,0
3194,38,59,15,false,null,3193,0,0,0
3195,7,11,37,false,null,3194,0,0,0
3196,207,221,230,false,null,3195,0,0,0
3197,6,7,10,false,null,3196,0,0,0
3198,9,8,70,false,null,3197,0,0,0
3199,196,159,181,false,null,3198,0,0,0
3200,111,232,125,false,null,3199,0,0,0
3201,27,61,60,false,null,3200,0,0,0
3202,16,45,16,false,null,3201,0,0,0
3203,69,13,14,false,null,3202,0,0,0
3204,24,8,48,false,null,3203,0,0,0
3205,198,118,98,false,null,3204,0,0,0
3206,17,40,56,false,null,3205,0,0,0
3207,147,157,151,false,null,3206,0,0,0
3208,18,33,55,false,null,3207,0,0,0
3209,16,16,68,false,null,3208,0,0,0
3210,3,8,8,false,null,3209,0,0,0
3211,3,6,6,false,null,3210,0,0,0
3212,2,9,5,false,null,3211,0,0,0
3213,6,34,22,false,null,3212,0,0,0
3214,166,196,232,false,null,3213,0,0,0
3215,163,157,190,false,null,3214,0,0,0
3216,9,34,99,false,null,3215,0,0,0
3217,29,31,69,false,null,3216,0,0,0
3218,33,38,50,false,null,3217,0,0,0
3219,43,22,28,false,null,3218,0,0,0
3220,9,4,3,false,null,3219,0,0,0
3221,7,4,4,false,null,3220,0,0,0
3222,27,39,93,false,null,3221,0,0,0
3223,32,45,75,false,null,3222,0,0,0
3224,4,10,5,false,null,3223,0,0,0
3225,127,101,198,false,null,3224,0,0,0
3226,14,20,62,false,null,3225,0,0,0
3227,29,10,47,false,null,3226,0,0,0
3228,18,41,58,false,null,3227,0,0,0
3229,41,25,63,false,null,3228,0,0,0
3230,15,52,46,false,null,3229,0,0,0
3231,39,53,18,false,null,3230,0,0,0
3232,10,17,24,false,null,3231,0,0,0
3233,6,38,19,false,null,3232,0,0,0
3234,32,38,56,false,null,3233,0,0,0
3235,184,101,118,false,null,3234,0,0,0
3236,7,3,5,false,null,3235,0,0,0
3237,66,43,8,false,null,3236,0,0,0
3238,32,59,38,false,null,3237,0,0,0
3239,10,5,8,false,null,3238,0,0,0
3240,61,38,7,false,null,3239,0,0,0
3241,158,206,93,false,null,3240,0,0,0
3242,2,9,8,false,null,3241,0,0,0
3243,111,187,158,false,null,3242,0,0,0
3244,77,199,71,false,null,3243,0,0,0
3245,7,58,52,false,null,3244,0,0,0
3246,30,41,70,false,null,3245,0,0,0
3247,24,38,54,false,null,3246,0,0,0
3248,245,143,82,false,null,3247,0,0,0
3249,12,21,55,false,null,3248,0,0,0
3250,220,146,151,false,null,3249,0,0,0
3251,23,41,89,false,null,3250,0,0,0
3252,4,8,4,false,null,3251,0,0,0
3253,208,158,207,false,null,3252,0,0,0
3254,214,93,185,false,null,3253,0,0,0
3255,155,216,122,false,null,3254,0,0,0
3256,15,44,76,false,null,3255,0,0,0
3257,187,157,209,false,null,3256,0,0,0
3258,247,246,165,false,null,3257,0,0,0
3259,19,21,91,false,null,3258,0,0,0
3260,229,144,86,false,null,3259,0,0,0
3261,186,228,203,false,null,3260,0,0,0
3262,27,10,10,false,null,3261,0,0,0
3263,206,67,197,false,null,3262,0,0,0
3264,29,11,36,false,null,3263,0,0,0
3265,62,58,7,false,null,3264,0,0,0
3266,7,7,2,false,null,3265,0,0,0
3267,8,8,3,false,null,3266,0,0,0
3268,10,7,7,false,null,3267,0,0,0
3269,28,55,18,false,null,3268,0,0,0
3270,19,18,31,false,null,3269,0,0,0
3271,14,42,39,false,null,3270,0,0,0
3272,43,41,15,false,null,3271,0,0,0
3273,14,33,44,false,null,3272,0,0,0
3274,104,175,139,false,null,3273,0,0,0
3275,192,131,149,false,null,3274,0,0,0
3276,139,71,172,false,null,3275,0,0,0
3277,17,21,63,false,null,3276,0,0,0
3278,10,8,5,false,null,3277,0,0,0
3279,187,100,125,false,null,3278,0,0,0
3280,57,24,32,false,null,3279,0,0,0
3281,38,49,46,false,null,3280,0,0,0
3282,36,42,15,false,null,3281,0,0,0
3283,103,137,146,false,null,3282,0,0,0
3284,10,5,5,false,null,3283,0,0,0
3285,12,63,25,false,null,3284,0,0,0
3286,62,15,32,false,null,3285,0,0,0
3287,69,68,78,false,null,3286,0,0,0
3288,40,70,24,false,null,3287,0,0,0
3289,2,9,7,false,null,3288,0,0,0
3290,7,9,10,false,null,3289,0,0,0
3291,33,43,92,false,null,3290,0,0,0
3292,9,7,8,false,null,3291,0,0,0
3293,30,14,38,false,null,3292,0,0,0
3294,102,112,76,false,null,3293,0,0,0
3295,6,14,88,false,null,3294,0,0,0
3296,44,33,78,false,null,3295,0,0,0
3297,66,19,60,false,null,3296,0,0,0
3298,5,2,5,false,null,3297,0,0,0
3299,4,9,9,false,null,3298,0,0,0
3300,6,4,4,false,null,3299,0,0,0
3301,10,24,26,false,null,3300,0,0,0
3302,92,150,99,false,null,3301,0,0,0
3303,5,9,2,false,null,3302,0,0,0
3304,100,153,235,false,null,3303,0,0,0
3305,204,206,125,false,null,3304,0,0,0
3306,25,40,17,false,null,3305,0,0,0
3307,64,37,43,false,null,3306,0,0,0
3308,78,241,215,false,null,3307,0,0,0
3309,21,33,14,false,null,3308,0,0,0
3310,187,136,156,false,null,3309,0,0,0
3311,43,32,24,false,null,3310,0,0,0
3312,26,8,53,false,null,3311,0,0,0
3313,6,6,2,false,null,3312,0,0,0
3314,66,38,12,false,null,3313,0,0,0
3315,110,250,218,false,null,3314,0,0,0
3316,248,110,80,false,null,3315,0,0,0
3317,8,8,35,false,null,3316,0,0,0
3318,11,17,7,false,null,3317,0,0,0
3319,108,90,160,false,null,3318,0,0,0
3320,28,31,89,false,null,3319,0,0,0
3321,40,5,54,false,null,3320,0,0,0
3322,2,10,3,false,null,3321,0,0,0
3323,47,30,26,false,null,3322,0,0,0
3324,133,71,154,false,null,3323,0,0,0
3325,6,2,5,false,null,3324,0,0,0
3326,43,14,65,false,null,3325,0,0,0
3327,5,10,4,false,null,3326,0,0,0
3328,207,218,219,false,null,3327,0,0,0
3329,91,182,113,false,null,3328,0,0,0
3330,8,7,5,false,null,3329,0,0,0
3331,84,243,184,false,null,3330,0,0,0
3332,230,237,218,false,null,3331,0,0,0
3333,12,17,24,false,null,3332,0,0,0
3334,64,25,28,false,null,3333,0,0,0
3335,61,16,61,false,null,3334,0,0,0
3336,2,5,8,false,null,3335,0,0,0
3337,6,38,45,false,null,3336,0,0,0
3338,5,11,35,false,null,3337,0,0,0
3339,43,37,96,false,null,3338,0,0,0
3340,203,222,238,false,null,3339,0,0,0
3341,29,41,69,false,null,3340,0,0,0
3342,34,36,13,false,null,3341,0,0,0
3343,45,6,3,false,null,3342,0,0,0
3344,3,5,2,false,null,3343,0,0,0
3345,59,39,22,false,null,3344,0,0,0
3346,185,98,243,false,null,3345,0,0,0
3347,234,181,162,false,null,3346,0,0,0
3348,7,10,4,false,null,3347,0,0,0
3349,16,7,51,false,null,3348,0,0,0
3350,156,126,85,false,null,3349,0,0,0
3351,7,4,9,false,null,3350,0,0,0
3352,232,166,122,false,null,3351,0,0,0
3353,2,3,6,false,null,3352,0,0,0
3354,44,62,54,false,null,3353,0,0,0
3355,14,5,68,false,null,3354,0,0,0
3356,132,231,244,false,null,3355,0,0,0
3357,20,32,19,false,null,3356,0,0,0
3358,168,90,202,false,null,3357,0,0,0
3359,34,14,95,false,null,3358,0,0,0
3360,92,236,72,false,null,3359,0,0,0
3361,44,5,47,false,null,3360,0,0,0
3362,19,28,37,false,null,3361,0,0,0
3363,233,224,92,false,null,3362,0,0,0
3364,136,113,132,false,null,3363,0,0,0
3365,176,250,230,false,null,3364,0,0,0
3366,199,120,104,false,null,3365,0,0,0
3367,10,36,4,false,null,3366,0,0,0
3368,39,39,18,false,null,3367,0,0,0
3369,7,40,43,false,null,3368,0,0,0
3370,69,36,38,false,null,3369,0,0,0
3371,22,12,39,false,null,3370,0,0,0
3372,13,43,64,false,null,3371,0,0,0
3373,44,22,77,false,null,3372,0,0,0
3374,11,10,58,false,null,3373,0,0,0
3375,4,4,3,false,null,3374,0,0,0
3376,78,202,204,false,null,3375,0,0,0
3377,18,18,43,false,null,3376,0,0,0
3378,167,225,125,false,null,3377,0,0,0
3379,32,8,64,false,null,3378,0,0,0
3380,225,185,194,false,null,3379,0,0,0
3381,24,34,39,false,null,3380,0,0,0
3382,204,121,85,false,null,3381,0,0,0
3383,63,16,7,false,null,3382,0,0,0
3384,132,171,196,false,null,3383,0,0,0
3385,214,162,77,false,null,3384,0,0,0
3386,182,196,168,false,null,3385,0,0,0
3387,26,25,5,false,null,3386,0,0,0
3388,10,9,6,false,null,3387,0,0,0
3389,47,16,68,false,null,3388,0,0,0
3390,16,14,58,false,null,3389,0,0,0
3391,224,99,235,false,null,3390,0,0,0
3392,61,67,43,false,null,3391,0,0,0
3393,10,10,4,false,null,3392,0,0,0
3394,59,8,34,false,null,3393,0,0,0
3395,38,18,56,false,null,3394,0,0,0
3396,12,13,8,false,null,3395,0,0,0
3397,19,44,74,false,null,3396,0,0,0
3398,230,209,185,false,null,3397,0,0,0
3399,201,154,99,false,null,3398,0,0,0
3400,10,6,7,false,null,3399,0,0,0
3401,28,29,41,false,null,3400,0,0,0
3402,149,74,194,false,null,3401,0,0,0
3403,27,33,92,false,null,3402,0,0,0
3404,10,41,32,false,null,3403,0,0,0
3405,26,35,22,false,null,3404,0,0,0
3406,45,30,41,false,null,3405,0,0,0
3407,19,17,57,false,null,3406,0,0,0
3408,37,30,70,false,null,3407,0,0,0
3409,61,52,5,false,null,3408,0,0,0
3410,29,6,11,false,null,3409,0,0,0
3411,162,111,155,false,null,3410,0,0,0
3412,118,248,246,false,null,3411,0,0,0
3413,168,120,109,false,null,3412,0,0,0
3414,21,22,82,false,null,3413,0,0,0
3415,239,76,83,false,null,3414,0,0,0
3416,7,9,4,false,null,3415,0,0,0
3417,66,76,196,false,null,3416,0,0,0
3418,29,10,94,false,null,3417,0,0,0
3419,103,236,136,false,null,3418,0,0,0
3420,10,16,68,false,null,3419,0,0,0
3421,9,5,2,false,null,3420,0,0,0
3422,2,9,8,false,null,3421,0,0,0
3423,214,163,72,false,null,3422,0,0,0
3424,140,223,163,false,null,3423,0,0,0
3425,51,14,22,false,null,3424,0,0,0
3426,37,26,21,false,null,3425,0,0,0
3427,162,226,192,false,null,3426,0,0,0
3428,114,69,233,false,null,3427,0,0,0
3429,5,7,6,false,null,3428,0,0,0
3430,6,8,8,false,null,3429,0,0,0
3431,23,67,16,false,null,3430,0,0,0
3432,82,189,196,false,null,3431,0,0,0
3433,246,168,189,false,null,3432,0,0,0
3434,186,216,165,false,null,3433,0,0,0
3435,184,134,228,false,null,3434,0,0,0
3436,12,23,64,false,null,3435,0,0,0
3437,13,8,25,false,null,3436,0,0,0
3438,132,168,245,false,null,3437,0,0,0
3439,39,39,39,false,null,3438,0,0,0
3440,171,112,74,false,null,3439,0,0,0
3441,51,36,6,false,null,3440,0,0,0
3442,63,70,9,false,null,3441,0,0,0
3443,80,108,133,false,null,3442,0,0,0
3444,2,8,9,false,null,3443,0,0,0
3445,2,4,3,false,null,3444,0,0,0
3446,6,9,9,false,null,3445,0,0,0
3447,44,15,15,false,null,3446,0,0,0
3448,64,59,20,false,null,3447,0,0,0
3449,19,42,54,false,null,3448,0,0,0
3450,17,12,60,false,null,3449,0,0,0
3451,243,215,80,false,null,3450,0,0,0
3452,199,170,221,false,null,3451,0,0,0
3453,37,34,24,false,null,3452,0,0,0
3454,7,9,2,false,null,3453,0,0,0
3455,8,3,3,false,null,3454,0,0,0
3456,25,45,14,false,null,3455,0,0,0
3457,24,28,64,false,null,3456,0,0,0
3458,34,21,32,false,null,3457,0,0,0
3459,11,19,98,false,null,3458,0,0,0
3460,124,236,124,false,null,3459,0,0,0
3461,8,5,4,false,null,3460,0,0,0
3462,36,34,93,false,null,3461,0,0,0
