PresentId,Dimension1,Dimension2,Dimension3
1662,73,211,112
1663,12,37,50
1664,15,12,55
1665,111,124,91
1666,2,8,3
1667,20,35,99
1668,29,35,47
1669,41,70,13
1670,227,75,184
1671,44,65,11
1672,17,29,52
1673,37,42,31
1674,7,5,6
1675,42,13,70
1676,6,13,48
1677,11,16,76
1678,208,122,234
1679,45,39,55
1680,5,9,3
1681,67,115,75
1682,32,25,27
1683,9,5,7
1684,68,57,23
1685,7,10,3
1686,33,11,25
1687,94,89,246
1688,5,2,6
1689,7,7,4
1690,18,13,31
1691,55,17,15
1692,38,70,5
1693,124,178,101
1694,10,3,4
1695,24,25,9
1696,10,9,4
1697,42,11,19
1698,53,20,37
1699,10,2,7
1700,27,29,55
1701,166,65,185
1702,11,60,47
1703,33,9,63
1704,36,41,5
1705,44,34,41
1706,18,25,10
1707,20,46,35
1708,38,30,43
1709,10,4,4
1710,6,4,10
1711,38,7,29
1712,12,40,27
1713,68,135,232
1714,31,51,52
1715,2,9,2
1716,67,44,69
1717,26,15,14
1718,219,142,184
1719,26,34,85
1720,68,239,183
1721,5,7,2
1722,49,34,69
1723,8,10,10
1724,8,6,6
1725,168,231,163
1726,29,63,16
1727,166,194,68
1728,38,35,10
1729,7,7,8
1730,69,30,43
1731,71,231,144
1732,45,13,77
1733,10,2,2
1734,22,44,98
1735,10,7,2
1736,10,5,6
1737,87,179,174
1738,115,210,208
1739,71,220,210
1740,8,70,11
1741,9,26,41
1742,54,19,49
1743,45,51,70
1744,23,23,74
1745,123,169,150
1746,5,5,8
1747,31,45,5
1748,106,179,153
1749,140,212,74
1750,21,22,21
1751,32,39,97
1752,26,17,34
1753,4,6,4
1754,15,28,10
1755,128,67,216
1756,6,19,96
1757,80,95,116
1758,17,25,44
1759,37,37,72
1760,7,4,9
1761,3,5,10
1762,29,61,20
1763,240,83,200
1764,7,5,7
1765,3,10,6
1766,8,4,3
1767,5,3,4
1768,29,41,79
1769,28,24,73
1770,7,57,15
1771,40,5,53
1772,10,5,6
1773,33,22,53
1774,7,19,14
1775,20,27,23
1776,152,165,198
1777,15,36,10
1778,13,27,92
1779,18,26,35
1780,73,123,182
1781,33,32,58
1782,173,163,227
1783,30,10,99
1784,7,9,2
1785,182,248,153
1786,39,15,54
1787,4,10,2
1788,8,8,10
1789,158,102,142
1790,6,3,9
1791,64,25,35
1792,13,69,21
1793,183,210,179
1794,10,5,5
1795,43,9,15
1796,2,7,4
1797,208,207,130
1798,49,67,17
1799,24,5,29
1800,20,11,54
1801,35,45,32
1802,20,7,61
1803,4,3,2
1804,17,64,42
1805,211,151,230
1806,31,27,36
1807,200,154,132
1808,180,91,173
1809,10,5,5
1810,3,8,2
1811,30,44,63
1812,43,23,60
1813,39,12,82
1814,11,10,92
1815,29,17,73
1816,10,7,10
1817,105,221,204
1818,38,43,45
1819,17,20,84
1820,39,38,86
1821,32,34,10
1822,36,11,49
1823,226,240,96
1824,204,97,160
1825,6,8,9
1826,29,22,47
1827,201,205,195
1828,73,161,131
1829,178,223,186
1830,167,178,180
1831,5,2,8
1832,144,82,241
1833,30,12,67
1834,175,94,159
1835,4,10,5
1836,244,143,249
1837,6,44,46
1838,138,250,155
1839,105,213,115
1840,19,28,92
1841,206,135,151
1842,41,20,77
1843,24,10,93
1844,10,6,9
1845,18,25,50
1846,7,6,4
1847,160,162,106
1848,6,3,4
1849,14,38,20
1850,208,138,99
1851,10,7,7
1852,45,14,33
1853,7,8,6
1854,149,135,201
1855,3,10,9
1856,5,6,10
1857,39,51,52
1858,5,4,7
1859,4,5,4
1860,5,4,10
1861,5,6,2
1862,73,206,197
1863,9,3,5
1864,7,6,5
1865,8,16,15
1866,118,75,153
1867,20,19,77
1868,29,25,57
1869,167,125,248
1870,7,16,24
1871,6,26,100
1872,15,23,10
1873,18,43,12
1874,214,104,80
1875,20,29,43
1876,43,29,24
1877,7,7,3
1878,8,31,34
1879,6,35,73
1880,41,5,92
1881,63,29,26
1882,7,2,5
1883,232,117,202
1884,50,16,11
1885,7,2,7
1886,59,38,28
1887,53,60,30
1888,14,12,49
1889,45,15,67
1890,111,85,194
1891,9,9,5
1892,70,65,150
1893,36,54,13
1894,192,158,221
1895,227,199,157
1896,17,17,61
1897,15,11,46
1898,48,69,56
1899,62,22,57
1900,224,159,205
1901,39,5,66
1902,7,43,78
1903,11,14,13
1904,33,18,30
1905,4,4,9
1906,30,31,33
1907,6,5,2
1908,91,104,227
1909,132,242,204
1910,29,36,57
1911,14,39,61
1912,37,13,22
1913,40,36,33
1914,30,6,21
1915,5,2,3
1916,37,31,47
1917,41,45,45
1918,34,28,27
1919,46,70,34
1920,3,6,4
1921,27,16,29
1922,6,9,7
1923,10,10,10
1924,7,2,3
1925,13,18,34
1926,95,90,103
1927,3,5,4
1928,8,10,9
1929,27,6,10
1930,36,26,8
1931,40,64,13
1932,125,116,226
1933,86,214,219
1934,36,28,46
1935,45,43,80
1936,24,42,30
1937,3,7,5
1938,12,15,79
1939,10,9,3
1940,62,57,67
1941,5,7,9
1942,200,133,152
1943,28,11,79
1944,234,232,209
1945,5,10,10
1946,105,98,248
1947,234,140,142
1948,226,178,233
1949,224,115,238
1950,131,247,149
1951,179,176,87
1952,2,8,7
1953,19,6,55
1954,21,25,67
1955,7,4,9
1956,42,17,74
1957,3,9,2
1958,47,65,66
1959,173,232,228
1960,75,101,224
1961,11,15,65
1962,2,2,5
1963,45,29,36
1964,7,27,28
1965,14,38,7
1966,21,46,67
1967,113,68,114
1968,18,61,57
1969,5,25,99
1970,9,6,7
1971,14,5,65
1972,3,7,3
1973,58,7,62
1974,4,3,2
1975,45,51,39
1976,42,8,59
1977,20,27,13
1978,7,26,50
1979,139,102,91
1980,7,7,6
1981,38,27,91
1982,96,77,150
1983,7,2,6
1984,9,22,13
1985,10,9,8
1986,55,7,70
1987,5,17,65
1988,9,2,10
1989,14,46,15
1990,44,37,16
1991,17,16,92
1992,62,68,9
1993,205,242,136
1994,2,6,7
1995,93,208,178
1996,220,106,131
1997,31,9,83
1998,3,9,4
1999,44,49,64
2000,12,10,25
2001,73,106,226
2002,10,42,19
2003,8,6,7
2004,2,5,3
2005,8,10,6
2006,17,33,61
2007,15,42,73
2008,128,144,98
2009,44,43,88
2010,169,128,105
2011,7,5,3
2012,4,10,8
2013,33,64,35
2014,4,2,8
2015,240,160,202
2016,58,21,13
2017,4,8,2
2018,28,21,18
2019,7,5,8
2020,250,70,81
2021,64,50,67
2022,43,70,49
2023,58,41,25
2024,54,51,27
2025,16,68,34
2026,37,52,64
2027,7,7,6
2028,68,5,24
2029,70,54,11
2030,10,39,30
2031,93,145,112
2032,12,25,20
2033,42,40,57
2034,244,165,124
2035,210,101,248
2036,69,6,25
2037,10,29,43
2038,28,17,15
2039,7,9,7
2040,69,38,35
2041,161,82,161
2042,7,7,3
2043,71,66,206
2044,110,226,231
2045,16,52,38
2046,66,35,30
2047,7,3,10
2048,12,9,13
2049,62,51,16
2050,6,22,28
2051,3,9,5
2052,15,28,8
2053,11,37,21
2054,43,20,32
2055,51,11,63
2056,21,57,5
2057,136,197,124
2058,6,7,10
2059,47,68,44
2060,26,31,5
2061,46,33,28
2062,9,32,9
2063,69,239,205
2064,101,174,89
2065,31,6,16
2066,18,9,61
2067,15,12,28
2068,135,105,91
2069,52,54,6
2070,10,14,96
2071,44,44,70
2072,6,2,6
2073,147,72,221
2074,202,104,98
2075,148,242,186
2076,72,115,218
2077,20,34,94
2078,15,35,59
2079,200,79,65
2080,35,36,20
2081,39,16,39
2082,27,10,29
2083,8,40,23
2084,19,8,8
2085,9,30,75
2086,15,41,4
2087,30,50,24
2088,30,15,59
2089,67,69,60
2090,102,197,147
2091,4,2,9
2092,15,38,46
2093,227,73,206
2094,144,127,128
2095,80,80,174
2096,8,6,10
2097,33,48,31
2098,196,81,74
2099,162,203,136
2100,28,5,35
2101,6,10,3
2102,4,4,5
2103,28,7,23
2104,7,4,4
2105,41,43,43
2106,5,41,33
2107,21,9,62
2108,16,25,56
2109,184,196,170
2110,21,36,48
2111,39,39,38
2112,68,22,39
2113,129,69,241
2114,51,39,69
2115,213,109,233
2116,7,7,3
2117,6,2,9
2118,178,117,176
2119,6,8,3
2120,174,118,242
2121,4,8,7
2122,22,7,27
2123,2,3,9
2124,24,16,67
2125,18,44,20
2126,113,208,198
2127,36,30,10
2128,42,45,69
2129,212,131,142
2130,69,47,26
2131,234,97,79
2132,2,10,2
2133,229,184,112
2134,5,3,4
2135,8,6,8
2136,9,9,4
2137,26,8,37
2138,202,211,92
2139,200,144,206
2140,70,87,106
2141,6,44,39
2142,158,98,152
2143,7,3,9
2144,162,131,109
2145,188,185,109
2146,29,6,15
2147,26,8,72
2148,8,51,21
2149,26,28,55
2150,4,4,7
2151,13,35,13
2152,8,7,7
2153,42,36,7
2154,23,27,66
2155,130,116,133
2156,44,18,55
2157,19,64,24
2158,24,40,15
2159,10,6,4
2160,9,14,9
2161,23,35,57
2162,37,31,83
2163,233,183,219
2164,39,34,84
2165,8,5,6
2166,211,115,157
2167,102,103,162
2168,47,39,69
2169,10,3,6
2170,28,38,20
2171,218,135,176
2172,171,191,104
2173,44,15,46
2174,36,8,55
2175,10,6,8
2176,42,14,55
2177,9,3,5
2178,6,3,8
2179,3,8,4
2180,9,3,5
2181,108,137,99
2182,66,247,246
2183,38,46,53
2184,26,31,88
2185,42,61,29
2186,39,22,6
2187,78,67,250
2188,91,219,173
2189,33,11,38
2190,7,7,10
2191,55,18,46
2192,26,42,19
2193,95,108,236
2194,7,9,8
2195,18,8,28
2196,3,2,4
2197,62,29,59
2198,32,24,56
2199,233,161,191
2200,108,165,196
2201,42,44,16
2202,50,19,38
2203,23,20,31
2204,54,29,24
2205,39,55,46
2206,6,9,3
2207,58,66,44
2208,9,9,52
2209,4,10,4
2210,34,19,19
2211,99,239,117
2212,204,178,217
2213,85,200,198
2214,164,72,218
2215,34,22,7
2216,31,42,16
2217,42,39,70
2218,2,4,2
2219,7,39,16
2220,8,6,20
2221,51,21,38
2222,8,10,8
2223,8,7,10
2224,40,62,40
2225,63,8,54
2226,39,31,76
2227,80,204,174
2228,108,215,108
2229,49,8,68
2230,8,10,7
2231,32,25,46
2232,130,228,189
2233,31,51,55
2234,27,6,19
2235,3,9,6
2236,119,185,136
2237,69,179,113
2238,45,42,83
2239,121,139,122
2240,43,22,19
2241,172,125,168
2242,8,10,7
2243,65,63,11
2244,37,29,14
2245,40,27,24
2246,17,47,51
2247,45,31,30
2248,4,9,2
2249,3,2,9
2250,7,5,8
2251,36,41,21
2252,14,25,74
2253,43,30,28
2254,188,239,77
2255,3,9,6
2256,13,39,7
2257,3,7,9
2258,114,213,230
2259,174,72,199
2260,8,9,3
2261,195,141,110
2262,9,3,5
2263,27,35,16
2264,10,22,63
2265,11,19,34
2266,163,193,140
2267,239,107,101
2268,38,44,75
2269,4,2,10
2270,12,42,53
2271,5,8,10
2272,26,10,37
2273,31,43,100
2274,7,58,5
2275,8,4,7
2276,9,8,7
2277,4,3,4
2278,49,29,63
2279,9,5,10
2280,59,65,40
2281,213,221,227
2282,7,9,7
2283,12,60,28
2284,5,8,4
2285,42,18,48
2286,40,11,10
2287,40,33,76
2288,96,115,65
2289,37,50,20
2290,60,43,28
2291,134,167,212
2292,10,39,33
2293,8,5,2
2294,169,110,121
2295,51,34,12
2296,9,10,2
2297,177,165,103
2298,104,168,209
2299,3,2,3
2300,55,56,28
2301,3,5,10
2302,14,36,10
2303,9,9,49
2304,21,9,57
2305,47,35,52
2306,11,25,91
2307,2,10,5
2308,10,9,8
2309,25,51,25
2310,197,66,100
2311,28,36,27
2312,44,34,20
2313,49,53,47
2314,9,41,64
2315,234,248,90
2316,232,116,155
2317,67,24,67
2318,24,37,49
2319,150,127,95
2320,10,9,2
2321,122,209,157
2322,25,38,68
2323,9,40,48
2324,25,29,81
2325,7,35,56
2326,7,7,3
2327,40,32,18
2328,108,103,108
2329,22,24,8
2330,26,59,41
2331,14,23,43
2332,21,27,73
2333,18,39,14
2334,17,45,46
2335,44,34,75
2336,30,16,63
2337,125,179,228
2338,23,33,56
2339,181,187,66
2340,8,7,4
2341,8,20,87
2342,8,10,10
2343,25,22,75
2344,10,10,8
2345,6,10,8
2346,26,45,48
2347,145,229,241
2348,50,56,50
2349,221,90,123
2350,40,12,60
2351,50,56,13
2352,10,3,9
2353,26,31,75
2354,47,60,52
2355,59,20,42
2356,9,7,2
2357,181,96,72
2358,29,9,55
2359,242,174,161
2360,111,243,197
2361,7,4,5
2362,2,9,4
2363,7,4,10
2364,87,125,199
2365,62,24,19
2366,15,61,7
2367,191,176,172
2368,6,4,9
2369,3,9,6
2370,33,43,60
2371,35,9,16
2372,37,20,34
2373,21,66,23
2374,26,19,21
2375,2,9,4
2376,5,8,9
2377,30,8,10
2378,161,233,83
2379,3,3,7
2380,17,35,19
2381,16,54,29
2382,51,8,50
2383,73,250,90
2384,27,20,39
2385,5,8,6
2386,187,135,71
2387,9,9,4
2388,56,11,68
2389,3,5,7
2390,7,5,2
2391,2,4,5
2392,60,5,34
2393,23,43,92
2394,65,25,56
2395,193,199,249
2396,59,37,34
2397,78,83,144
2398,6,6,7
2399,69,28,40
2400,6,2,8
2401,248,86,186
2402,30,44,29
2403,3,9,9
2404,39,15,41
2405,10,10,3
2406,26,9,34
2407,90,228,205
2408,82,188,146
2409,7,6,7
2410,204,221,68
2411,5,3,5
2412,38,25,71
2413,5,8,10
2414,6,5,27
2415,167,136,243
2416,16,7,28
2417,28,20,55
2418,196,85,244
2419,10,4,2
2420,28,57,50
2421,68,58,19
2422,5,10,9
2423,5,28,34
2424,22,64,14
2425,16,11,38
2426,84,142,70
2427,4,4,6
2428,6,7,8
2429,7,8,4
2430,169,245,192
2431,208,99,223
2432,8,5,8
2433,111,230,238
2434,7,8,5
2435,31,33,11
2436,22,59,13
2437,5,10,7
2438,17,5,45
2439,15,47,68
2440,8,48,39
2441,124,181,183
2442,6,16,27
2443,66,64,9
2444,20,8,46
2445,120,106,169
2446,38,62,26
2447,14,34,17
2448,6,7,6
2449,7,42,46
2450,97,141,159
2451,41,32,37
2452,54,44,23
2453,27,43,48
2454,17,58,42
2455,140,250,69
2456,10,7,9
2457,45,13,7
2458,214,248,160
2459,27,24,19
2460,105,70,199
2461,5,7,3
2462,5,8,8
2463,10,2,10
2464,24,64,9
2465,165,116,138
2466,183,123,142
2467,8,37,64
2468,55,58,58
2469,32,24,17
2470,10,35,30
2471,205,90,114
2472,178,87,237
2473,192,211,171
2474,5,6,6
2475,10,7,3
2476,22,18,27
2477,6,2,6
2478,13,16,14
2479,8,9,6
2480,76,233,179
2481,8,38,25
2482,167,201,139
2483,6,10,5
2484,2,8,7
2485,40,39,5
2486,166,87,221
2487,110,140,203
2488,28,18,88
2489,128,162,167
2490,5,2,5
2491,16,5,51
2492,5,8,9
2493,34,31,22
2494,2,7,7
2495,6,9,2
2496,5,2,4
2497,229,108,210
2498,9,2,8
2499,8,8,6
2500,42,10,16
2501,45,12,35
2502,6,7,8
2503,5,38,27
2504,229,143,179
2505,172,197,117
2506,2,4,2
2507,42,45,6
2508,18,37,71
2509,43,69,68
2510,20,5,5
2511,2,7,2
2512,31,36,50
2513,20,40,18
2514,51,31,68
2515,25,47,9
2516,106,108,65
2517,23,17,93
2518,5,3,3
2519,134,114,158
2520,47,36,53
2521,2,3,6
2522,14,44,58
2523,8,11,69
2524,48,5,21
2525,5,7,10
2526,61,18,52
2527,190,244,247
2528,6,7,5
2529,44,12,77
2530,89,138,105
2531,184,204,94
2532,29,41,70
2533,7,10,9
2534,29,19,70
2535,9,8,7
2536,48,18,57
2537,7,8,3
2538,32,5,44
2539,70,40,40
2540,24,20,32
2541,56,50,44
2542,7,9,9
2543,7,10,5
2544,4,8,4
2545,29,70,12
2546,199,66,79
2547,28,7,69
2548,59,59,48
2549,81,208,222
2550,57,27,50
2551,22,24,66
2552,9,7,9
2553,149,101,228
2554,17,19,22
2555,205,159,203
2556,26,5,56
2557,29,12,65
2558,6,2,6
2559,5,5,9
2560,128,187,92
2561,132,227,240
2562,85,156,245
2563,29,26,45
2564,170,212,142
2565,8,9,3
2566,24,31,94
2567,157,145,248
2568,6,16,47
2569,29,16,36
2570,17,12,10
2571,151,167,156
2572,31,37,12
2573,3,8,4
2574,8,4,9
2575,143,180,143
2576,23,18,2
2577,63,25,26
2578,23,6,49
2579,40,24,12
2580,4,2,4
2581,110,222,167
2582,83,104,187
2583,8,9,8
2584,89,193,236
2585,60,68,15
2586,80,118,100
2587,50,25,42
2588,52,51,57
2589,42,63,14
2590,8,8,7
2591,8,3,10
2592,31,27,6
2593,10,2,4
2594,10,15,71
2595,5,4,3
2596,33,19,70
2597,8,23,35
2598,3,8,10
2599,4,3,3
2600,4,4,3
2601,18,5,44
2602,5,39,37
2603,2,10,6
2604,54,35,41
2605,8,36,76
2606,5,7,6
2607,7,7,7
2608,24,26,43
2609,40,29,57
2610,166,167,219
2611,31,10,40
2612,196,146,95
2613,10,10,2
2614,33,57,35
2615,145,100,237
2616,10,6,4
2617,21,44,26
2618,45,32,82
2619,80,223,87
2620,9,7,6
2621,180,101,201
2622,11,26,73
2623,8,4,5
2624,7,8,8
2625,188,92,122
2626,13,7,48
2627,5,14,61
2628,23,45,20
2629,61,43,64
2630,189,67,129
2631,70,6,23
2632,44,6,65
2633,6,8,3
2634,27,27,80
2635,4,9,2
2636,30,50,9
2637,13,23,85
2638,36,16,38
2639,6,8,2
2640,114,137,185
2641,28,44,49
2642,98,225,209
2643,6,4,4
2644,242,72,228
2645,58,29,52
2646,5,6,3
2647,86,132,192
2648,13,6,58
2649,60,17,55
2650,70,20,64
2651,20,23,52
2652,2,7,3
2653,36,54,55
2654,8,10,30
2655,44,47,41
2656,117,78,153
2657,18,28,37
2658,12,5,26
2659,79,220,250
2660,10,29,42
2661,22,62,40
2662,6,2,8
2663,38,45,27
2664,97,238,206
2665,20,11,46
2666,42,18,56
2667,7,8,4
2668,55,31,66
2669,69,27,55
2670,26,30,32
2671,133,165,93
2672,21,26,14
2673,123,72,134
2674,9,5,10
2675,34,45,59
2676,34,68,31
2677,2,9,2
2678,9,40,26
2679,56,13,32
2680,39,42,47
2681,6,9,5
2682,14,32,38
2683,63,41,25
2684,139,191,239
2685,3,4,8
2686,10,8,4
2687,31,6,46
2688,2,10,6
2689,4,6,7
2690,24,30,36
2691,6,2,8
2692,42,8,7
2693,117,114,149
2694,26,43,63
2695,66,38,21
2696,2,9,4
2697,6,5,7
2698,22,10,43
2699,45,9,61
2700,2,10,2
2701,117,247,164
2702,54,30,27
2703,24,11,70
2704,28,6,6
2705,5,8,8
2706,14,28,47
2707,186,110,128
2708,106,138,76
2709,36,39,14
2710,7,4,6
2711,99,193,112
2712,7,4,2
2713,45,34,73
2714,88,166,210
2715,62,64,56
2716,36,40,48
2717,138,173,87
2718,208,79,206
2719,169,83,230
2720,30,27,61
2721,36,19,80
2722,28,62,8
2723,6,10,6
2724,67,7,49
2725,192,145,81
2726,87,203,84
2727,29,24,86
2728,14,5,68
2729,6,8,8
2730,19,43,63
2731,10,5,8
2732,51,30,53
2733,109,201,202
2734,23,18,13
2735,28,7,53
2736,6,10,5
2737,41,28,65
2738,44,37,65
2739,112,223,138
2740,16,13,12
2741,13,31,99
2742,64,61,20
2743,19,5,8
2744,67,28,33
2745,39,34,23
2746,187,111,85
2747,14,14,81
2748,10,10,4
2749,70,5,6
2750,34,8,13
2751,16,34,28
2752,2,5,2
2753,57,53,54
2754,6,9,3
2755,209,92,135
2756,19,51,7
2757,51,55,48
2758,23,35,42
2759,95,204,222
2760,29,42,49
2761,242,242,156
2762,8,9,10
2763,86,77,133
2764,9,8,8
2765,32,24,44
2766,45,44,43
2767,2,10,6
2768,29,53,51
2769,11,38,72
2770,236,65,186
2771,171,248,225
2772,11,18,35
2773,179,100,209
2774,2,6,2
2775,5,8,8
2776,190,211,186
2777,112,237,205
2778,34,35,31
2779,27,9,21
2780,35,21,94
2781,28,24,10
2782,204,144,240
2783,127,100,78
2784,25,23,26
2785,69,52,47
2786,12,13,52
2787,14,30,2
2788,119,119,145
2789,44,17,80
2790,49,65,14
2791,69,48,53
2792,13,13,25
2793,31,10,19
2794,157,83,118
2795,55,62,49
2796,177,215,242
2797,9,2,4
2798,69,9,39
2799,41,48,7
2800,95,102,105
2801,13,44,55
2802,9,45,46
2803,16,45,66
2804,10,21,87
2805,14,22,20
2806,234,226,84
2807,42,9,66
2808,37,56,8
2809,15,13,74
2810,232,199,181
2811,32,6,81
2812,108,236,77
2813,22,56,25
2814,4,8,10
2815,17,32,37
2816,3,9,8
2817,215,197,169
2818,50,25,26
2819,5,9,14
2820,7,10,7
2821,27,7,83
2822,95,177,117
2823,4,9,4
2824,41,44,35
2825,5,11,54
2826,11,27,15
2827,24,42,85
2828,4,2,10
2829,9,30,42
2830,86,105,207
2831,7,6,2
2832,23,10,25
2833,67,53,30
2834,4,8,9
2835,10,8,2
2836,18,46,26
2837,7,7,3
2838,20,15,82
2839,193,147,197
2840,54,69,66
2841,141,164,79
2842,3,10,5
2843,10,4,7
2844,7,9,5
2845,213,228,129
2846,39,32,66
2847,42,9,11
2848,113,192,216
2849,15,38,25
2850,7,4,5
2851,85,250,114
2852,40,9,13
2853,4,6,10
2854,18,5,24
2855,27,17,61
2856,67,27,57
2857,9,5,4
2858,10,7,6
2859,68,17,17
2860,57,13,8
2861,179,131,163
2862,244,91,232
2863,8,6,8
2864,44,45,61
2865,17,36,66
2866,54,19,55
2867,27,36,24
2868,40,36,80
2869,65,222,167
2870,9,2,9
2871,86,117,167
2872,25,10,43
2873,69,13,26
2874,59,18,20
2875,5,42,99
2876,68,47,53
2877,9,10,9
2878,53,24,64
2879,199,230,199
2880,6,14,38
2881,32,6,19
2882,176,142,101
2883,21,15,53
2884,68,48,39
2885,26,31,53
2886,5,24,49
2887,19,20,25
2888,4,7,8
2889,41,35,10
2890,49,59,27
2891,2,2,2
2892,183,149,95
2893,47,30,44
2894,7,36,94
2895,123,76,110
2896,236,68,209
2897,18,34,79
2898,69,103,244
2899,142,203,156
2900,229,85,191
2901,18,11,23
2902,37,53,14
2903,165,75,125
2904,26,25,61
2905,102,191,138
2906,151,171,165
2907,14,16,24
2908,8,3,9
2909,28,13,31
2910,2,6,4
2911,236,147,146
2912,112,138,242
2913,27,11,46
2914,18,37,68
2915,40,68,35
2916,8,60,65
2917,20,34,7
2918,3,3,10
2919,189,212,103
2920,14,8,54
2921,138,190,108
2922,131,185,137
2923,2,2,7
2924,25,5,36
2925,2,2,3
2926,76,244,171
2927,68,59,69
2928,9,4,9
2929,9,8,10
2930,52,69,13
2931,73,123,110
2932,39,43,2
2933,13,18,81
2934,70,79,175
2935,28,55,46
2936,4,4,9
2937,7,10,7
2938,66,63,35
2939,8,21,46
2940,3,9,10
2941,166,106,168
2942,5,7,4
2943,37,31,48
2944,5,2,5
2945,52,6,18
2946,22,16,52
2947,2,6,3
2948,159,201,89
2949,9,2,4
2950,42,11,21
2951,5,6,9
2952,9,42,45
2953,151,98,92
2954,5,25,27
2955,175,118,134
2956,52,66,50
2957,16,32,16
2958,111,215,174
2959,4,5,5
2960,16,27,43
2961,232,190,77
2962,3,2,10
2963,217,178,242
2964,27,6,53
2965,25,33,30
2966,39,15,71
2967,41,40,12
2968,13,27,28
2969,85,183,163
2970,7,5,8
2971,105,148,197
2972,43,8,34
2973,63,55,5
2974,41,14,43
2975,121,67,167
2976,50,68,58
2977,9,55,10
2978,6,6,5
2979,142,90,65
2980,38,16,86
2981,13,22,98
2982,5,3,9
2983,29,31,19
2984,15,32,61
2985,76,160,182
2986,161,232,240
2987,29,38,41
2988,217,211,128
2989,30,23,64
2990,23,6,23
2991,5,2,4
2992,3,3,4
2993,227,70,69
2994,175,87,156
2995,11,30,96
2996,230,67,225
2997,244,174,230
2998,30,23,57
2999,3,9,9
3000,34,25,35
3001,11,35,86
3002,16,23,31
3003,64,34,16
3004,27,39,94
3005,28,32,31
3006,12,18,17
3007,7,2,6
3008,43,11,20
3009,13,33,20
3010,220,199,174
3011,44,45,14
3012,236,132,136
3013,14,24,64
3014,30,36,28
3015,136,71,195
3016,99,83,225
3017,118,138,102
3018,46,68,63
3019,195,65,192
3020,230,233,236
3021,87,67,201
3022,5,7,4
3023,146,130,117
3024,54,70,33
3025,28,19,64
3026,191,74,76
3027,9,20,10
3028,44,6,48
3029,45,22,44
3030,13,18,76
3031,9,6,5
3032,5,65,63
3033,26,21,52
3034,43,29,70
3035,42,7,98
3036,7,3,8
3037,236,119,238
3038,138,75,212
3039,243,155,102
3040,40,8,92
3041,31,8,15
3042,9,10,2
3043,68,62,36
3044,3,6,2
3045,14,14,6
3046,115,111,80
3047,8,23,69
3048,136,202,209
3049,12,14,58
3050,132,187,72
3051,10,9,7
3052,20,5,93
3053,41,70,31
3054,20,29,17
3055,4,6,10
3056,44,61,64
3057,12,33,68
3058,53,30,52
3059,138,79,211
3060,110,129,158
3061,70,115,123
3062,7,3,2
3063,19,41,69
3064,5,9,9
3065,7,8,7
3066,42,49,37
3067,61,42,48
3068,34,36,75
3069,7,4,3
3070,198,181,183
3071,29,15,53
3072,135,203,98
3073,8,4,2
3074,9,7,3
3075,37,50,8
3076,38,27,84
3077,222,200,116
3078,120,202,123
3079,48,42,63
3080,82,110,144
3081,3,5,2
3082,7,9,6
3083,53,54,14
3084,4,2,6
3085,7,70,66
3086,70,38,39
3087,31,9,13
3088,142,86,235
3089,4,9,2
3090,27,37,56
3091,64,22,12
3092,173,229,68
3093,10,8,9
3094,5,6,7
3095,141,192,195
3096,172,194,176
3097,183,98,122
3098,139,144,112
3099,86,127,117
3100,29,29,62
3101,74,198,152
3102,34,12,11
3103,13,11,52
3104,91,129,66
3105,245,175,247
3106,5,2,3
3107,12,37,23
3108,66,46,6
3109,32,28,25
3110,3,10,3
3111,41,24,41
3112,2,8,2
3113,26,38,33
3114,12,14,34
3115,221,142,242
3116,6,5,4
3117,7,4,10
3118,109,246,125
3119,9,6,10
3120,30,68,65
3121,39,58,60
3122,7,4,2
3123,8,2,3
3124,66,40,17
3125,86,101,66
3126,20,42,49
3127,66,5,30
3128,41,22,86
3129,125,95,155
3130,157,88,116
3131,17,36,47
3132,15,37,66
3133,44,56,8
3134,31,8,8
3135,107,185,106
3136,23,44,37
3137,198,72,154
3138,9,7,8
3139,66,99,113
3140,44,34,37
3141,4,9,2
3142,139,78,243
3143,227,96,84
3144,173,155,67
3145,6,9,6
3146,75,77,157
3147,29,19,86
3148,7,3,3
3149,243,216,97
3150,11,50,52
3151,134,217,114
3152,2,3,3
3153,47,66,34
3154,44,17,10
3155,171,219,183
3156,25,9,69
3157,7,6,6
3158,202,67,199
3159,27,41,25
3160,200,131,81
3161,8,9,7
3162,4,8,6
3163,150,100,129
3164,6,42,80
3165,10,10,9
3166,43,37,56
3167,65,24,7
3168,43,34,47
3169,45,43,66
3170,25,23,75
3171,11,45,23
3172,27,31,95
3173,16,45,35
3174,52,69,49
3175,10,9,9
3176,6,2,6
3177,4,4,5
3178,33,15,28
3179,34,44,7
3180,2,7,4
3181,32,15,66
3182,235,72,220
3183,57,19,32
3184,8,37,13
3185,28,51,20
3186,63,12,31
3187,134,233,238
3188,7,8,9
3189,19,19,12
3190,28,19,93
3191,2,5,7
3192,10,4,6
3193,247,135,151
3194,38,59,15
3195,7,11,37
3196,207,221,230
3197,6,7,10
3198,9,8,70
3199,196,159,181
3200,111,232,125
3201,27,61,60
3202,16,45,16
3203,69,13,14
3204,24,8,48
3205,198,118,98
3206,17,40,56
3207,147,157,151
3208,18,33,55
3209,16,16,68
3210,3,8,8
3211,3,6,6
3212,2,9,5
3213,6,34,22
3214,166,196,232
